507    1062
481     540
___________________________________________________________
Result of Year   2010   :
541     600
___________________________________________________________
Result of Year   2015   :
28018 28018
-100.0 ab initio , arabidopsis thaliana
-100.0 classifier ensemble , digital pathology
-100.0 classifier ensemble , drug design
-100.0 classifier ensemble , drug resistance
-100.0 classifier ensemble , emg signal
-100.0 classifier ensemble , endometrial cancer
-100.0 classifier ensemble , expression profiles
-100.0 classifier ensemble , false positives
-100.0 classifier ensemble , gene expression profile
-100.0 classifier ensemble , gene selection
-100.0 classifier ensemble , genome annotation
-100.0 classifier ensemble , imaging modalities
-100.0 classifier ensemble , medical image
-100.0 classifier ensemble , microarray analysis
-100.0 classifier ensemble , microscopy images
-100.0 classifier ensemble , ovarian cancer
-100.0 classifier ensemble , peptide
-100.0 classifier ensemble , positron emission tomography
-100.0 classifier ensemble , primary care
-100.0 classifier ensemble , protein function
-100.0 classifier ensemble , protein function prediction
-100.0 classifier ensemble , protein secondary structure
-100.0 classifier ensemble , screening test
-100.0 classifier ensemble , secondary structure
-100.0 classifier ensemble , sequence motifs
-100.0 classifier ensemble , skin cancer
-100.0 classifier ensemble , small bowel
-100.0 classifier ensemble , target protein
-100.0 classifier ensemble , tumor detection
-100.0 classifier fusion , brain connectivity
-100.0 classifier fusion , brain network
-100.0 classifier fusion , emg signal
-100.0 classifier fusion , event-related potentials
-100.0 classifier fusion , gene expression
-100.0 classifier fusion , magnetic resonance
-100.0 classifier fusion , magnetic resonance images
-100.0 classifier fusion , neurodegenerative disorders
-100.0 classifier fusion , secondary structure
-100.0 classifier fusion , secondary structure prediction
-100.0 classifier fusion , structural connectivity
-100.0 classifier fusion , structure prediction
-100.0 classifier fusion , ultrasound images
-100.0 cloud computing , body mass index
-100.0 cloud computing , gene expression
-100.0 cluster analysis , atopic dermatitis
-100.0 cluster analysis , cell line
-100.0 cluster analysis , cell lines
-100.0 cluster analysis , cell morphology
-100.0 cluster analysis , chronic hepatitis c
-100.0 cluster analysis , clinical decision support system
-100.0 cluster analysis , clinical decision support systems
-100.0 cluster analysis , clinical utility
-100.0 cluster analysis , differentially expressed genes
-100.0 cluster analysis , drug development
-100.0 cluster analysis , drug resistance
-100.0 cluster analysis , epilepsy
-100.0 cluster analysis , exome sequencing
-100.0 cluster analysis , expression signature
-100.0 cluster analysis , fluorescence microscopy
-100.0 cluster analysis , gene expression profiling
-100.0 cluster analysis , gene expression signature
-100.0 cluster analysis , gene signature
-100.0 cluster analysis , genetic variants
-100.0 cluster analysis , hand movement
-100.0 cluster analysis , liver fibrosis
-100.0 cluster analysis , microarray analysis
-100.0 cluster analysis , microscopy images
-100.0 cluster analysis , molecular marker
-100.0 cluster analysis , peptide
-100.0 cluster analysis , protein subcellular localization
-100.0 cluster analysis , reverse transcriptase
-100.0 cluster analysis , rheumatoid arthritis
-100.0 cluster analysis , signaling pathways
-100.0 cluster analysis , small molecule
-100.0 cluster analysis , species identification
-100.0 cluster analysis , squamous cell carcinoma
-100.0 cluster analysis , t cells
-100.0 cluster analysis , visual assessment
-100.0 clustering , anatomical landmarks
-100.0 clustering , anticancer drugs
-100.0 clustering , arabidopsis thaliana
-100.0 clustering , atopic dermatitis
-100.0 clustering , b cells
-100.0 clustering , biological features
-100.0 clustering , biomarker development
-100.0 clustering , blood-brain barrier
-100.0 clustering , brain development
-100.0 clustering , brain metastasis
-100.0 clustering , breast cancer diagnosis
-100.0 clustering , breast cancer screening
-100.0 clustering , breast density
-100.0 clustering , caenorhabditis elegans
-100.0 clustering , cardiac surgery
-100.0 clustering , carotid artery
-100.0 clustering , central nervous system
-100.0 clustering , chest radiographs
-100.0 clustering , chronological age
-100.0 clustering , clinical applications
-100.0 clustering , clinical markers
-100.0 clustering , crystal structure
-100.0 clustering , disabled people
-100.0 clustering , disease biomarkers
-100.0 clustering , dna sequencing
-100.0 clustering , esophageal cancer
-100.0 clustering , estrogen receptor
-100.0 clustering , fatty acids
-100.0 clustering , gastric cancer
-100.0 clustering , genetic variation
-100.0 clustering , germinal center
-100.0 clustering , glomerular filtration rate
-100.0 clustering , hand movement
-100.0 clustering , heart rate variability
-100.0 clustering , human leukocyte antigen
-100.0 clustering , insulin resistance
-100.0 clustering , land cover
-100.0 clustering , liver transplantation
-100.0 clustering , major depression
-100.0 clustering , mechanism of action
-100.0 clustering , messenger rna
-100.0 clustering , molecular imaging
-100.0 clustering , multidrug resistance
-100.0 clustering , muscle fatigue
-100.0 clustering , named entities
-100.0 clustering , neurodegenerative diseases
-100.0 clustering , neuronal activity
-100.0 clustering , older people
-100.0 clustering , operating room
-100.0 clustering , orbitofrontal cortex
-100.0 clustering , oxidative stress
-100.0 clustering , patient safety
-100.0 clustering , patient treatment
-100.0 clustering , physical examination
-100.0 clustering , plasmodium falciparum
-100.0 clustering , prostate-specific antigen
-100.0 clustering , protein design
-100.0 clustering , protein function
-100.0 clustering , protein secondary structure
-100.0 clustering , protein-ligand interactions
-100.0 clustering , radiotherapy planning
-100.0 clustering , rare disease
-100.0 clustering , rare diseases
-100.0 clustering , recurrence risk
-100.0 clustering , renal function
-100.0 clustering , reverse transcriptase
-100.0 clustering , saccharomyces cerevisiae
-100.0 clustering , secondary structure
-100.0 clustering , signal peptides
-100.0 clustering , spinal cord
-100.0 clustering , subcellular location
-100.0 clustering , tnm stage
-100.0 clustering , ultrasound images
-100.0 clustering , unstructured data
-100.0 clustering , visual assessment
-100.0 clustering algorithms , amino acid composition
-100.0 clustering algorithms , breast cancer diagnosis
-100.0 clustering algorithms , cancer classification
-100.0 clustering algorithms , chemical descriptors
-100.0 clustering algorithms , gene function
-100.0 clustering algorithms , gene ontology
-100.0 clustering algorithms , gene selection
-100.0 clustering algorithms , genetic diversity
-100.0 clustering algorithms , heterogeneous data
-100.0 clustering algorithms , lung cancer
-100.0 clustering algorithms , medical image
-100.0 clustering algorithms , messenger rna
-100.0 clustering algorithms , microarray analysis
-100.0 clustering algorithms , microscopic images
-100.0 clustering algorithms , non-small cell lung cancer
-100.0 clustering algorithms , peptide
-100.0 clustering algorithms , post-translational modification
-100.0 clustering algorithms , protein function
-100.0 clustering algorithms , protein sequence
-100.0 clustering algorithms , protein sequences
-100.0 cognitive neuroscience , brain volume
-100.0 cognitive neuroscience , visual cortex
-100.0 cognitive neuroscience , working memory
-100.0 cognitive science , brain function
-100.0 cognitive science , episodic memory
-100.0 cognitive science , event-related potentials
-100.0 cognitive science , gene regulatory networks
-100.0 cognitive science , medical education
-100.0 cognitive science , memory retrieval
-100.0 cognitive science , neuronal activity
-100.0 cognitive science , operating room
-100.0 cognitive science , visual cortex
-100.0 common spatial pattern , clinical practice
-100.0 common spatial pattern , disorders of consciousness
-100.0 common spatial pattern , local field potential
-100.0 common spatial pattern , pain assessment
-100.0 complex networks , chemical entities
-100.0 complex networks , colorectal cancer
-100.0 complex networks , drug design
-100.0 complex networks , drug metabolism
-100.0 complex networks , drug target
-100.0 complex networks , drugs
-100.0 complex networks , gene ontology
-100.0 complex networks , gene regulation
-100.0 complex networks , metabolic pathway
-100.0 complex networks , molecular networks
-100.0 complex networks , peptide
-100.0 complex networks , protein complex
-100.0 complex networks , rectal cancer
-100.0 complex networks , sequence motifs
-100.0 complex systems , biomedical informatics
-100.0 complex systems , breast cancer
-100.0 complex systems , breast cancer diagnosis
-100.0 complex systems , cancer diagnosis
-100.0 complex systems , clinical applications
-100.0 complex systems , clinical care
-100.0 complex systems , clinical diagnosis
-100.0 complex systems , drug discovery
-100.0 complex systems , mechanical ventilation
-100.0 complex systems , population health
-100.0 complex systems , protein sequence
-100.0 complex systems , protein sequences
-100.0 complex systems , risk factor
-100.0 complex systems , risk factors
-100.0 complex systems , study design
-100.0 computational algorithms , biological networks
-100.0 computational algorithms , breast cancer
-100.0 computational algorithms , cancer progression
-100.0 computational algorithms , cause of death
-100.0 computational algorithms , chemical entities
-100.0 computational algorithms , chemical properties
-100.0 computational algorithms , driver mutations
-100.0 computational algorithms , emergency department
-100.0 computational algorithms , expression signature
-100.0 computational algorithms , gene expression signature
-100.0 computational algorithms , genetic variation
-100.0 computational algorithms , genomic classifier
-100.0 computational algorithms , lung disease
-100.0 computational algorithms , mental health
